AR,Skewness
1.9154,0.187367
1.82347,0.060456
2.09565,0.160421
2.22934,0.300073
2.15439,0.303019
2.23716,0.369371
2.40097,0.442859
2.00971,0.18443
1.89807,0.198337
2.0863,0.293117
2.17063,0.332461
2.64707,0.313858
2.10761,0.284775
1.77753,0.0294149
2.25663,0.281624
1.95661,0.114886
2.11432,0.198497
1.96949,0.224893
2.54082,0.309243
2.25612,0.317228
2.15367,0.253277
2.09998,0.240362
2.05772,0.215007
2.1378,0.178306
1.97816,0.179756
1.95795,0.181917
2.21487,0.194839
2.5367,0.45234
2.15978,0.3671
1.95348,0.238413
2.15957,0.176401
2.0471,0.171559
2.11657,0.214089
1.94856,0.216833
1.99765,0.248811
2.14239,0.300791
2.04416,0.132601
2.0736,0.22129
2.24872,0.207735
2.37768,0.349495
2.24941,0.214473
2.0505,0.203367
2.03512,0.238373
1.98333,0.12375
1.87803,0.157727
2.14488,0.2584
2.21824,0.227506
2.1439,0.227344
2.14059,0.338425
2.23331,0.204016
2.05571,0.290037
2.11334,0.310418
2.08056,0.293663
2.24022,0.220201
2.14065,0.302087
2.10426,0.264194
2.47509,0.34796
2.08718,0.295896
1.86418,0.131111
2.0662,0.245672
2.05953,0.223995
1.97086,0.259194
2.10223,0.235292
2.02542,0.178406
1.91375,0.15473
2.3061,0.397707
1.90623,0.119745
2.06361,0.197861
1.85701,0.126203
2.16634,0.311051
2.57079,0.295321
1.95539,0.146205
1.84111,0.063309
2.10145,0.166966
1.78528,0.0356653
1.97933,0.229564
1.79595,0.0513073
2.23818,0.308725
1.93873,0.195295
2.01834,0.289819
2.38414,0.263805
1.9654,0.134135
1.94555,0.113939
2.33526,0.270382
1.87363,0.144016
2.01149,0.154367
2.23444,0.205257
2.12057,0.260683
2.0251,0.185717
1.78106,0.0391274
2.03675,0.174153
2.33315,0.321931
2.28242,0.352164
1.90429,0.139623
2.361,0.373009
1.99397,0.188233
2.11126,0.2919
1.82083,0.0479998
2.1232,0.342349
2.20539,0.318041
2.16977,0.184989
1.86805,0.0783716
1.9914,0.228129
1.83738,0.127769
2.45163,0.416285
1.99307,0.229612
2.4039,0.408979
2.05302,0.263439
1.85986,0.136708
1.85524,0.156973
2.09683,0.200576
2.31731,0.246566
2.04374,0.217284
1.91539,0.174924
1.80991,0.0745204
1.96539,0.164789
2.13606,0.174437
1.96919,0.227338
2.21662,0.336616
2.37129,0.315413
2.08962,0.218
2.148,0.291653
1.81311,0.0902503
2.01418,0.120179
2.04497,0.250675
2.14127,0.275414
2.50534,0.393468
1.8461,0.147723
2.39608,0.439524
1.90967,0.113264
1.93754,0.220603
2.11527,0.337468
1.81036,0.0992983
1.8626,0.164877
2.17188,0.206665
2.23634,0.204544
2.24367,0.39381
2.11333,0.332732
1.99113,0.195784
1.91936,0.0854738
2.19113,0.193616
2.15632,0.256043
1.87513,0.150581
1.87306,0.172188
2.24413,0.254165
1.94686,0.225526
2.2082,0.302946
2.294,0.361709
2.035,0.203556
2.17217,0.246026
2.1648,0.174069
2.06678,0.308359
2.29996,0.320546
2.09873,0.328922
1.82749,0.0564749
2.3149,0.316533
1.8954,0.0850525
1.96396,0.170103
1.92157,0.149293
2.23647,0.204962
2.41719,0.400522
2.20337,0.246387
2.01458,0.278478
1.90973,0.190284
2.2741,0.361857
2.44245,0.272986
2.06026,0.195316
2.2835,0.251745
1.95422,0.113256
1.77306,0.0420203
2.10299,0.331212
1.94695,0.16601
2.00323,0.176425
2.07691,0.249922
2.09765,0.290894
1.92885,0.14766
1.78752,0.0419026
2.56514,0.385324
2.11583,0.278127
1.94575,0.135775
2.01412,0.163711
1.81051,0.10054
1.79396,0.0530605
2.1028,0.158933
2.7631,0.352553
1.84123,0.126527
1.85849,0.151821
2.33299,0.276103
2.12543,0.285322
2.31039,0.234356
1.78607,0.0285883
1.90965,0.131838
1.97411,0.112604
1.98125,0.242978
2.0027,0.176903
1.91201,0.16641
1.95374,0.154579
2.69941,0.387316
1.85112,0.0621693
2.11011,0.194128
2.30695,0.26227
2.14028,0.248094
1.95709,0.161144
2.36231,0.349594
2.78581,0.366593
1.9307,0.189663
2.31583,0.256006
2.24758,0.362573
2.87608,0.386212
1.85804,0.112878
2.26546,0.394484
2.02441,0.152645
1.82624,0.0609564
2.22694,0.239635
2.07867,0.212392
2.12284,0.19517
1.95204,0.177669
2.6558,0.375552
2.01813,0.22137
2.413,0.381862
2.21636,0.291259
2.13199,0.301892
1.97189,0.167168
1.88089,0.126709
2.07353,0.26921
2.5421,0.398971
1.93991,0.133677
1.9266,0.0985037
2.36549,0.403695
1.88136,0.0872561
1.98273,0.130482
2.13522,0.353968
1.78934,0.0828094
2.32732,0.266591
1.8599,0.106132
2.20422,0.228841
2.00325,0.236516
2.35732,0.417617
2.08355,0.206157
2.00133,0.184908
2.16577,0.253784
1.95152,0.201252
2.35509,0.242641
2.26512,0.259914
2.1106,0.16382
1.87228,0.129805
2.20224,0.224789
2.23428,0.322678
1.9897,0.181518
2.00567,0.204141
2.03187,0.292273
2.32242,0.376001
2.09558,0.217391
2.05253,0.191262
2.01055,0.22416
1.8629,0.111158
1.93044,0.184332
1.82103,0.0824864
2.21142,0.388689
2.03787,0.299943
1.80808,0.0575106
1.87396,0.0819954
1.99065,0.194177
2.0909,0.304985
1.81704,0.0632933
2.13943,0.235973
1.85909,0.139936
2.5023,0.318899
1.82242,0.0730123
1.91953,0.0852583
2.0662,0.142119
2.22514,0.279927
2.45919,0.353614
2.0087,0.13574
2.11067,0.28654
1.86944,0.135451
2.25523,0.248835
2.25427,0.359964
1.98008,0.139665
1.7967,0.0896897
1.95351,0.196259
2.28161,0.372774
2.61701,0.459706
1.80576,0.0623688
1.79078,0.0332197
1.99676,0.24739
1.90576,0.0921833
2.06273,0.160958
1.86484,0.128593
1.92092,0.0853732
2.14038,0.24229
2.35896,0.276639
2.1367,0.212065
2.11523,0.16112
2.13338,0.327108
2.0978,0.209031
2.22712,0.395097
1.80809,0.108152
2.39422,0.33756
1.99465,0.216068
1.94072,0.103097
1.7416,0.00605476
2.48617,0.378077
1.85871,0.059711
2.20226,0.222075
2.19057,0.320009
1.90117,0.170743
1.74709,0.021166
2.23003,0.293405
2.03608,0.155647
2.16825,0.253547
2.17572,0.236676
2.33865,0.24146
1.94765,0.106994
2.17215,0.17905
1.83949,0.0542999
2.27667,0.240429
2.12184,0.259715
2.09753,0.248175
2.15082,0.268093
2.4502,0.369865
2.17023,0.255228
2.55295,0.295776
2.5036,0.406096
2.42381,0.27495
2.78599,0.354278
2.24963,0.267305
2.29823,0.273945
2.1279,0.259258
2.30748,0.4267
1.79599,0.0946788
2.1537,0.345991
1.85493,0.104372
1.85772,0.0610166
2.22266,0.224267
1.84092,0.129412
2.19886,0.257534
1.7661,0.0234058
2.03024,0.151299
2.40623,0.318383
2.05494,0.250001
1.96211,0.13308
1.85267,0.129098
2.12106,0.237309
2.06789,0.230671
1.8553,0.0967474
2.27582,0.295662
1.9786,0.235864
1.91925,0.125482
1.90849,0.0975737
2.43951,0.265864
1.82146,0.0715761
2.0962,0.313966
1.90305,0.103005
1.99367,0.182379
2.28813,0.265828
2.10136,0.190525
2.04583,0.17029
1.79695,0.0584007
1.98909,0.190924
1.74509,0.0149008
2.11124,0.315554
1.98084,0.155441
2.23181,0.241653
1.87663,0.129326
1.97664,0.238276
1.8755,0.173699
1.86323,0.125303
1.81125,0.0819114
2.29618,0.252069
1.83211,0.0607741
2.3341,0.286329
1.99968,0.158255
1.9082,0.158301
1.93045,0.119957
2.02567,0.154806
1.874,0.170829
2.07379,0.286382
2.21886,0.360434
2.13473,0.294811
2.03971,0.139802
2.04197,0.256265
1.83842,0.092661
2.45989,0.276533
2.20103,0.197609
2.17367,0.360012
2.40641,0.29915
1.80186,0.0978688
2.04511,0.196814
1.9086,0.0804674
1.74887,0.0284021
2.03596,0.16056
1.92091,0.0980431
2.26138,0.232941
1.9885,0.136959
2.11196,0.156527
2.10739,0.281364
2.15209,0.204348
2.03767,0.143095
1.98604,0.197914
1.87642,0.115668
2.07963,0.20976
2.26888,0.242323
1.88493,0.123685
2.09397,0.200433
2.19167,0.321555
1.87642,0.10413
2.07759,0.208833
1.99922,0.220697
2.44101,0.28391
1.94558,0.156536
2.09049,0.167085
2.12288,0.241409
2.09169,0.322723
1.95051,0.210382
2.07775,0.242658
1.88602,0.103052
2.10276,0.201079
2.21887,0.21089
1.78425,0.0634491
1.85693,0.126105
1.87493,0.180395
2.0898,0.216564
2.17212,0.223946
1.83006,0.0636298
2.14295,0.310404
2.15701,0.204629
1.99482,0.230479
1.95534,0.108233
1.95392,0.20158
2.33237,0.254912
1.84234,0.104847
2.3984,0.308895
2.27785,0.23721
2.05069,0.226996
2.3004,0.239431
2.08805,0.305934
2.23358,0.334275
1.99097,0.178668
2.24484,0.290167
2.20374,0.263132
1.92961,0.0973291
2.32049,0.25659
2.2622,0.348228
1.92008,0.121268
2.03153,0.173022
2.00645,0.237349
2.29603,0.250447
1.87153,0.170579
2.08454,0.165208
1.96953,0.204672
1.7926,0.0326806
1.85069,0.112206
2.1786,0.185503
1.88447,0.141688
1.8776,0.10957
2.11178,0.219762
1.77915,0.0418942
1.94209,0.113088
2.02162,0.258889
1.978,0.233156
2.30613,0.300965
1.97296,0.242929
1.85958,0.141154
2.06863,0.29067
2.13905,0.218816
1.8415,0.108146
1.95503,0.176854
2.03837,0.144564
1.9734,0.20004
2.43731,0.390248
1.87553,0.166188
1.8395,0.0660301
2.06216,0.23386
1.95306,0.152342
1.85524,0.0910505
2.02368,0.165182
2.57625,0.332307
1.95481,0.14769
1.83201,0.133548
1.85641,0.0657204
1.98731,0.179112
1.91489,0.164923
1.92086,0.13289
1.90935,0.150359
2.00006,0.210935
1.96469,0.202102
2.25882,0.314233
2.06026,0.307535
2.15139,0.264398
1.92654,0.140601
2.37169,0.265465
1.87561,0.0811136
1.99915,0.198257
1.98899,0.229126
1.9618,0.145965
2.06074,0.184566
1.99581,0.258995
2.22115,0.300606
1.93148,0.21754
1.94666,0.125399
1.9628,0.239685
2.09853,0.227034
2.58711,0.296153
1.98687,0.264729
1.85187,0.0810454
1.8061,0.0592314
2.05712,0.138887
2.30686,0.345914
2.22,0.263659
1.99027,0.198381
2.06656,0.238056
2.09078,0.259086
1.79409,0.0863767
1.99644,0.229916
2.01849,0.182119
2.31124,0.253821
1.9618,0.128969
1.89267,0.158755
1.9525,0.162924
1.79209,0.0766324
1.8548,0.106657
1.90334,0.158918
1.86847,0.0789255
2.12413,0.278159
1.81387,0.0464228
2.12927,0.202271
2.93927,0.494764
2.10456,0.159459
1.93898,0.229214
2.18051,0.270109
1.89644,0.134058
2.18453,0.230151
1.80026,0.0700992
2.01618,0.225175
1.87337,0.143726
1.94999,0.208261
1.76576,0.0335151
1.90077,0.108838
2.34912,0.34551
2.11657,0.234688
2.06849,0.173976
1.90009,0.144739
1.96749,0.131
2.02226,0.201575
1.73446,0.00332828
1.93151,0.142426
1.80504,0.0792648
2.11665,0.212331
2.11385,0.258503
2.16002,0.337585
2.02324,0.123797
1.84512,0.0527073
2.18377,0.28382
2.27879,0.24381
1.98224,0.11441
1.89233,0.0767727
2.40787,0.358708
2.16096,0.363971
1.98642,0.207821
1.80915,0.0781929
1.88555,0.190251
1.99516,0.129163
1.86529,0.109547
2.02541,0.28436
2.04414,0.227766
1.91031,0.156097
1.93794,0.155692
1.90058,0.114536
2.09591,0.20654
2.82861,0.367159
2.14545,0.170049
2.09102,0.218403
2.06069,0.195592
1.95445,0.178087
2.51153,0.320516
2.02474,0.153007
2.22277,0.275656
2.17598,0.23349
1.79889,0.0609733
2.20677,0.24748
1.90179,0.150937
2.24424,0.325414
2.41772,0.38214
1.80415,0.0493465
1.96997,0.144109
2.3211,0.335865
1.92762,0.142045
2.44969,0.41237
2.70358,0.361346
1.75395,0.0307187
2.0323,0.172801
1.87933,0.151803
2.10487,0.250238
1.87778,0.1357
1.8698,0.0910911
1.94543,0.169819
1.93263,0.231931
2.0078,0.207935
1.92081,0.133374
2.19703,0.196577
1.94191,0.12091
2.36203,0.240415
1.75164,0.0187549
1.81678,0.084157
1.92997,0.124232
1.88041,0.100742
1.94515,0.17332
2.13925,0.208465
2.33403,0.344472
2.23584,0.2283
1.82914,0.0476776
1.93236,0.106206
2.17802,0.239864
1.93674,0.180604
2.36528,0.432133
2.1,0.262534
2.09598,0.180533
1.82079,0.0877372
1.92259,0.119844
1.92435,0.202404
2.24714,0.225355
2.02987,0.206269
1.82556,0.0829086
1.92078,0.132984
1.9657,0.116315
2.60744,0.355876
1.8493,0.0590928
2.21534,0.261944
1.97193,0.191547
2.17768,0.265106
2.04535,0.223127
1.81609,0.0861606
1.89119,0.13519
1.9248,0.105428
2.16262,0.23303
2.49157,0.289465
2.38669,0.243548
1.97231,0.192392
2.4425,0.305956
2.28873,0.264132
1.88686,0.131369
1.88617,0.13562
1.98035,0.128449
2.06727,0.279495
2.03614,0.245123
1.9367,0.101476
2.06073,0.260052
1.97595,0.113715
1.92918,0.142196
2.12137,0.23267
2.03111,0.130115
2.06041,0.2163
1.88213,0.108457
2.00272,0.238881
1.94959,0.149826
1.86026,0.133828
2.39756,0.250267
1.83225,0.110508
2.31745,0.240002
2.11002,0.190148
2.02327,0.172647
2.11274,0.250157
2.03016,0.213212
1.8699,0.170886
1.75908,0.0438521
2.24377,0.24089
1.78122,0.0598909
1.96308,0.14718
1.98146,0.154628
2.06849,0.265768
2.00204,0.212646
1.82867,0.114699
2.15842,0.223061
1.98863,0.196054
1.98633,0.13578
2.07639,0.213674
2.21753,0.22358
1.79885,0.046273
1.7885,0.0829731
1.91271,0.0862953
2.83781,0.3627
2.00477,0.189224
1.8184,0.0770215
2.14097,0.186456
2.07317,0.28665
2.17419,0.189252
1.99006,0.125691
2.14287,0.267568
1.90504,0.142551
1.95978,0.196993
2.23038,0.221966
2.16549,0.243872
1.84454,0.0688965
1.97689,0.201475
2.14307,0.214694
1.99971,0.175653
2.39043,0.313835
2.00688,0.242359
1.86127,0.162602
1.97192,0.251342
2.27389,0.218747
2.22596,0.263839
1.85977,0.158668
2.30096,0.305888
1.91828,0.0900175
1.85792,0.142668
2.14962,0.231546
1.8519,0.124852
2.10185,0.159046
1.82922,0.0882513
1.81117,0.0941356
2.09147,0.188356
1.87092,0.142889
1.91885,0.0892577
2.01776,0.196616
2.04219,0.150256
2.38396,0.245751
1.99621,0.172108
1.78685,0.0430415
2.01832,0.270095
1.95951,0.212969
2.08029,0.211531
1.88177,0.13062
2.1877,0.194887
1.88446,0.120463
2.1443,0.219163
2.28058,0.275757
1.87953,0.163766
2.23198,0.372542
2.21077,0.222039
1.88155,0.0855531
1.88136,0.132491
1.83616,0.0768492
1.98687,0.172089
2.30295,0.225327
2.1137,0.229915
2.34202,0.260797
1.92446,0.169593
1.78104,0.0449786
1.8568,0.152465
1.8563,0.10094
2.14102,0.268345
2.0456,0.233952
2.23468,0.268256
2.10684,0.238992
1.98568,0.264579
1.89831,0.139313
2.17566,0.248775
1.79843,0.0647354
1.91721,0.106867
2.0793,0.212596
1.81207,0.094492
2.17029,0.191524
1.94852,0.0968755
3.18841,0.57016
2.10069,0.220182
2.00697,0.15744
2.30005,0.295001
2.24872,0.287461
1.85571,0.0934153
2.1309,0.211821
1.85802,0.140361
2.25575,0.291274
2.02265,0.154345
2.10455,0.298119
2.3923,0.284174
2.1252,0.211171
1.89222,0.144654
1.87426,0.115661
1.97211,0.132799
2.15192,0.216946
2.01446,0.153316
1.9981,0.210591
2.0373,0.292743
2.3528,0.306059
2.09692,0.258829
2.10431,0.224887
2.12012,0.313362
2.05879,0.193805
2.12501,0.193177
2.13307,0.220474
1.95494,0.144147
1.92791,0.180705
2.52952,0.289671
1.86111,0.146559
2.56416,0.29552
2.22946,0.292848
1.80385,0.0833958
1.84626,0.155645
2.00077,0.275977
2.87326,0.434522
1.94488,0.160105
2.18656,0.274711
2.57443,0.296127
2.12216,0.27457
1.96233,0.126564
1.75738,0.0406783
2.47919,0.307538
1.95572,0.239515
2.17342,0.208112
1.7823,0.0380815
1.80415,0.033912
2.05422,0.203398
2.24157,0.205599
1.88227,0.0676606
2.01887,0.206006
2.11439,0.212731
2.25499,0.319596
2.0996,0.217091
2.09504,0.247532
2.09546,0.249233
1.76085,0.0203509
2.04058,0.160667
2.09658,0.217011
1.7996,0.0722695
2.39774,0.294555
1.85877,0.133646
2.21777,0.380173
2.31594,0.252098
2.07167,0.274088
1.84458,0.131713
2.18338,0.280593
1.8959,0.142867
2.03605,0.255984
2.15578,0.236062
1.83487,0.0808273
2.10507,0.311421
1.93072,0.147792
2.00616,0.134366
2.14082,0.276321
1.79135,0.0566327
1.90312,0.204674
2.1564,0.269915
1.98808,0.181205
3.03928,0.431888
2.03457,0.248963
2.18742,0.203518
1.95849,0.171338
2.24646,0.252249
1.9079,0.184956
1.82387,0.123563
2.02991,0.139799
2.16991,0.265137
2.03126,0.253041
2.0058,0.17292
1.97068,0.18732
2.35015,0.418437
2.12373,0.298653
1.85504,0.0929658
2.1923,0.239434
1.87743,0.14262
2.32582,0.395246
1.99772,0.166694
2.54971,0.385029
1.88392,0.186158
2.0852,0.23122
1.99282,0.132061
2.0855,0.175938
2.12276,0.303179
2.03005,0.127477
1.9522,0.142827
1.92153,0.0915983
1.96661,0.206413
2.27039,0.2215
2.21941,0.329144
2.08136,0.211438
1.86384,0.071684
1.91978,0.133367
2.11466,0.166445
2.48767,0.301858
1.96719,0.186014
2.13283,0.279339
2.1842,0.335018
1.83445,0.0930527
1.97569,0.26446
1.88834,0.115721
1.80712,0.0705369
1.96836,0.150186
2.45112,0.356769
1.9038,0.168074
1.98557,0.254692
2.1071,0.221494
2.07894,0.185074
2.3387,0.275325
1.86197,0.0614414
2.07181,0.231116
1.92265,0.217352
1.99379,0.223621
1.98313,0.169295
2.37449,0.252639
2.02851,0.154546
2.19606,0.252755
2.47193,0.292519
1.88566,0.147854
2.25825,0.235744
1.81908,0.0621136
2.15617,0.184696
1.8572,0.101463
1.79567,0.0723546
2.27255,0.356457
1.96801,0.169561
2.11103,0.215886
2.06295,0.223174
2.62871,0.469005
2.28525,0.277218
1.86477,0.0739745
2.16035,0.239624
1.85236,0.132686
2.19426,0.230772
2.53866,0.289093
2.05391,0.201465
2.0516,0.254513
2.30255,0.278446
2.01159,0.183588
2.25909,0.268873
2.43518,0.375155
2.03096,0.274535
2.08339,0.257929
2.2902,0.328009
2.56987,0.293716
2.3408,0.351785
2.11734,0.183681
2.27687,0.29202
1.97001,0.181312
2.5931,0.366635
1.95834,0.10765
1.78542,0.0655504
2.12231,0.299229
2.18249,0.188276
2.05588,0.269954
2.04441,0.16469
2.50793,0.4254
2.04711,0.257641
1.8922,0.0802319
2.22728,0.203599
2.0417,0.194269
1.88829,0.189792
1.92806,0.158501
1.93479,0.133024
2.03187,0.187405
2.0373,0.212648
2.4687,0.270909
2.00729,0.210479
2.17975,0.206644
2.18178,0.247731
2.39793,0.294885
1.87572,0.102175
1.95578,0.159343
2.09728,0.192623
2.20391,0.234256
1.93687,0.193804
1.93216,0.223932
2.39814,0.295649
2.41062,0.350272
2.10078,0.260166
2.31111,0.369527
2.41796,0.258255
2.19549,0.216579
2.12845,0.183506
2.29729,0.229632
2.06236,0.243088
1.98953,0.127539
2.25225,0.216926
2.29855,0.275632
1.80217,0.0415914
1.85153,0.126916
2.38414,0.409954
2.08325,0.251374
1.97309,0.11538
1.80688,0.0945241
2.12186,0.206254
2.04451,0.303729
1.95515,0.11585
2.26513,0.223112
2.07006,0.251739
1.83225,0.112694
1.99761,0.134414
2.00022,0.198222
2.13033,0.213223
2.30332,0.229985
2.16402,0.224491
1.90278,0.193348
1.95043,0.159649
2.00273,0.177173
1.86342,0.125157
1.94824,0.170652
2.47854,0.27825
2.55547,0.32256
2.17368,0.210625
1.92637,0.211578
1.85833,0.0960741
2.2495,0.263917
1.89261,0.153784
2.25779,0.268159
2.07127,0.305454
2.21918,0.193254
2.1792,0.223878
1.90027,0.107903
1.9818,0.11919
1.76516,0.02642
2.2783,0.269348
2.16641,0.303271
1.93069,0.213076
2.00457,0.202143
2.35591,0.271366
1.98737,0.261155
2.54262,0.331873
1.87238,0.101002
1.84754,0.0939199
2.31663,0.253245
2.16283,0.215792
2.40063,0.264945
2.10352,0.250224
2.29301,0.263465
2.29171,0.355467
1.82666,0.0806745
1.91853,0.164511
2.1444,0.351297
2.03004,0.29535
1.86721,0.157594
2.15919,0.322895
1.80229,0.0726913
1.82343,0.0773063
1.99012,0.212318
2.05239,0.217595
2.09277,0.279129
2.62228,0.34725
1.89253,0.107332
2.34671,0.258763
1.79242,0.0488658
1.96603,0.164635
2.33428,0.265476
1.92705,0.210512
1.93214,0.171021
2.22987,0.294514
2.17211,0.301624
1.93886,0.129392
2.01626,0.194861
2.30101,0.230467
1.92759,0.090646
2.12964,0.232856
1.96625,0.109044
1.92864,0.123113
1.98242,0.134145
2.20713,0.373503
2.08941,0.327272
1.8506,0.1431
1.98035,0.15679
2.27715,0.22444
2.60398,0.423119
1.8775,0.166196
1.88704,0.116504
2.46629,0.408182
2.06248,0.166491
2.40121,0.340348
2.41237,0.259283
2.26119,0.381491
2.18057,0.284207
2.43275,0.327015
2.26272,0.356669
2.02765,0.14142
2.15803,0.194561
1.82276,0.099006
2.16576,0.261347
2.54433,0.394755
2.44511,0.321086
1.77895,0.063674
1.91565,0.107082
2.31524,0.365071
2.17588,0.226443
1.86915,0.123224
2.40142,0.326918
1.9235,0.142808
1.80652,0.0947307
1.96171,0.163418
2.02031,0.123037
2.21935,0.272545
1.93588,0.17945
1.80188,0.0346515
2.36964,0.23847
2.40499,0.294222
2.40245,0.273649
1.88849,0.0849274
2.18515,0.231569
2.14047,0.294202
2.37835,0.250917
1.9167,0.168472
2.27136,0.281526
2.04708,0.227686
1.96,0.139052
2.07665,0.201016
1.78625,0.0356229
1.87573,0.179498
1.90132,0.182734
1.90266,0.135272
1.89539,0.10065
2.95713,0.47276
1.82209,0.121735
2.01776,0.245611
1.8323,0.123561
2.4015,0.274849
2.11131,0.191167
2.36818,0.261115
1.96009,0.241109
2.21519,0.307915
2.12435,0.235957
2.36652,0.290148
2.22413,0.254742
2.36695,0.43134
2.24004,0.221451
2.04378,0.205228
2.25371,0.285766
2.24447,0.255845
2.0604,0.231597
2.02731,0.253858
2.19504,0.330505
1.91839,0.0839237
2.10497,0.299861
2.12313,0.263686
2.38507,0.246016
2.38817,0.354901
2.03199,0.277103
2.04625,0.134181
1.90275,0.201889
2.58407,0.296843
2.06926,0.274829
1.9292,0.0950172
2.30976,0.353939
2.04294,0.249642
2.0751,0.305147
2.14663,0.247409
1.95866,0.126678
2.0175,0.20501
2.40486,0.250515
1.89751,0.0747182
2.13685,0.223699
2.23675,0.255223
2.53832,0.316648
2.15043,0.285788
2.05995,0.237968
2.02913,0.254762
2.15843,0.267164
2.18096,0.255313
2.2952,0.306491
1.97003,0.199324
2.40977,0.313118
2.19915,0.278294
2.09927,0.239957
1.91716,0.172178
2.27924,0.253251
1.82876,0.0736874
2.07062,0.253025
2.04214,0.148293
2.152,0.17354
2.09322,0.208856
2.15156,0.253744
2.34369,0.236237
2.14856,0.215934
1.94106,0.169691
2.18124,0.194103
1.83468,0.127977
2.02475,0.253415
1.97023,0.138097
2.26592,0.323966
2.09742,0.336123
1.86439,0.110422
1.98398,0.135133
2.08205,0.158998
2.51526,0.322398
2.03784,0.2155
2.54954,0.396162
2.31509,0.271912
2.04701,0.151069
1.89529,0.138134
2.3759,0.291647
2.14664,0.202052
2.30075,0.305589
2.07983,0.224911
2.63057,0.378121
2.03277,0.253225
1.79871,0.0452717
2.10924,0.161633
1.79503,0.0969921
2.07319,0.202478
2.01056,0.218321
2.50329,0.299765
2.32782,0.287789
1.87677,0.145637
1.86619,0.0764439
1.80261,0.0530036
2.03577,0.131048
2.33727,0.24455
1.97813,0.251961
1.92713,0.129895
2.35762,0.322672
2.28675,0.245323
2.08396,0.256549
1.9462,0.198569
1.89901,0.14222
1.80203,0.0326081
1.91051,0.175274
1.97563,0.164067
1.99589,0.144582
1.993,0.24409
1.94947,0.106848
2.23754,0.221937
