AR,Skewness
2.35038,0.373855
2.26606,0.206431
1.97847,0.188195
2.47606,0.301473
1.97432,0.224877
1.79051,0.042612
1.86654,0.16112
2.61252,0.450042
2.09803,0.164273
2.16223,0.232393
1.95049,0.211685
2.198,0.322993
2.04137,0.306299
1.98365,0.164045
1.93078,0.224876
1.99354,0.123688
1.73697,0.00401836
2.03035,0.238285
2.451,0.366498
2.27879,0.384598
1.8157,0.100758
1.98322,0.217855
1.88577,0.148037
1.98214,0.198304
2.03377,0.270792
2.33203,0.306488
1.99279,0.200283
2.79465,0.47605
2.09798,0.173332
2.30262,0.321775
1.85585,0.113949
2.31377,0.277081
1.97298,0.253872
2.61467,0.340543
1.81008,0.0664615
2.08625,0.232657
1.76214,0.0157602
2.0164,0.131651
1.97465,0.172041
2.16388,0.36483
1.96,0.197237
2.10713,0.313338
2.23271,0.361382
1.83195,0.0846622
1.90572,0.149019
1.79141,0.0713835
2.40362,0.457599
1.97292,0.135656
1.99412,0.15062
2.37285,0.385221
2.02631,0.169936
1.91269,0.135062
2.09918,0.293529
1.89042,0.105915
2.39657,0.449069
2.02007,0.210167
1.85445,0.151799
1.91926,0.124946
1.94015,0.157792
1.99631,0.188388
2.36541,0.243473
2.26249,0.317369
1.99955,0.253442
1.96768,0.215448
1.96382,0.194548
2.08572,0.291156
1.88678,0.15095
2.21498,0.284907
1.83321,0.064518
1.79277,0.0867668
1.99416,0.25831
1.83299,0.134735
1.89851,0.0782101
2.38046,0.301214
2.25936,0.364185
2.63241,0.425322
2.32446,0.344672
1.7932,0.0598887
1.83148,0.0551816
2.35088,0.232191
2.25937,0.258531
1.91929,0.18609
1.76853,0.0506675
2.08236,0.26363
1.81171,0.0927875
1.96322,0.25301
2.13268,0.183357
2.07155,0.212179
2.00022,0.168451
2.33824,0.243446
2.33556,0.384016
2.33373,0.345592
1.966,0.139756
2.10296,0.228963
2.24449,0.224063
1.95984,0.116877
2.37402,0.238906
2.01827,0.126788
1.92432,0.164959
2.064,0.206854
2.6098,0.423794
2.22742,0.303801
2.12447,0.181459
2.1009,0.180686
1.82798,0.118668
2.05012,0.167354
2.10974,0.204916
1.95176,0.157892
2.20884,0.27654
2.24668,0.405712
1.85179,0.0939112
1.82856,0.0594894
2.07313,0.2641
2.0829,0.292971
1.83105,0.0663489
1.93022,0.120083
1.75235,0.0198573
1.90914,0.167845
1.95554,0.164448
1.98308,0.254043
2.11151,0.277428
2.08031,0.248486
1.95592,0.200814
1.96473,0.18196
2.10322,0.169381
2.12239,0.161463
2.52599,0.410096
2.30407,0.305471
2.02596,0.225416
1.93258,0.129409
2.25458,0.399227
1.93035,0.186185
2.01277,0.237566
2.43806,0.346824
2.57284,0.387421
1.77301,0.0488564
2.12308,0.27464
2.08193,0.31239
2.00347,0.123448
1.84275,0.136011
1.87429,0.179972
2.01403,0.206613
2.24273,0.3158
2.34854,0.433543
2.29184,0.368794
2.09951,0.189302
2.66238,0.361634
2.13402,0.276727
1.86281,0.170843
2.17404,0.324092
2.11472,0.3231
2.03987,0.141749
2.14625,0.362846
1.78318,0.0760403
1.95804,0.160187
2.32649,0.308789
2.10563,0.195849
1.80994,0.100569
2.0385,0.157323
1.879,0.152252
1.8406,0.0620043
1.7851,0.0439264
2.07614,0.175236
2.11656,0.326135
2.02169,0.274055
2.0142,0.125873
1.87762,0.137606
2.0456,0.305241
2.21967,0.320126
2.04862,0.259369
1.83969,0.099475
2.15628,0.189965
1.83693,0.0534816
2.67065,0.321534
1.76589,0.0202683
2.07887,0.223948
2.01894,0.197569
2.18424,0.194109
2.15875,0.250681
1.84172,0.148657
2.19937,0.196587
2.00283,0.158175
2.08279,0.272508
2.00818,0.273197
2.47388,0.434547
1.93758,0.228567
1.85397,0.0793283
2.19947,0.298125
1.8398,0.100735
1.80981,0.0810599
1.83899,0.113067
1.86445,0.118538
1.85092,0.0887061
1.83803,0.0908444
1.89032,0.14472
2.16971,0.243043
2.22911,0.20054
2.1498,0.298971
1.85094,0.0883802
1.9126,0.111105
1.91524,0.209464
2.12307,0.267395
1.83941,0.0776646
1.88875,0.0849215
2.74501,0.340449
2.09988,0.270854
2.01709,0.144954
2.11248,0.294341
2.0499,0.262871
2.07807,0.218771
1.86145,0.167405
2.07613,0.183445
2.09512,0.22886
2.12698,0.21503
2.02558,0.162174
2.08344,0.210643
1.94978,0.117961
1.89524,0.0938429
2.28171,0.37666
2.755,0.353591
2.03735,0.190188
2.12861,0.162627
2.42067,0.273115
2.10223,0.17505
2.28817,0.253438
2.57666,0.39679
2.08222,0.28398
1.947,0.0992998
1.96152,0.186246
1.89206,0.186603
2.36669,0.358021
1.98503,0.194462
2.03075,0.22693
2.09461,0.308423
2.23147,0.200819
2.38373,0.322143
1.91908,0.154191
1.90433,0.129204
1.79891,0.0849442
1.95612,0.0994607
2.0549,0.144757
2.54497,0.346037
2.04284,0.257823
2.02887,0.227129
2.33944,0.233595
1.86852,0.0891015
2.35175,0.246185
2.01689,0.274275
2.13645,0.269374
2.15338,0.326769
2.16355,0.222054
2.56292,0.374623
2.08041,0.29447
2.12796,0.24405
2.02029,0.201658
2.01283,0.209256
2.06633,0.18152
2.07825,0.195175
2.5266,0.409656
2.01792,0.236556
2.02281,0.173419
2.1348,0.266181
2.06077,0.293318
2.00429,0.191521
1.80077,0.0790618
2.03672,0.132033
1.83423,0.0908109
2.07231,0.245378
2.01869,0.130518
2.05047,0.173007
2.02333,0.214981
2.20111,0.242093
2.10443,0.165822
2.29203,0.301849
2.15412,0.353633
2.14251,0.328738
2.60312,0.337503
2.13256,0.196381
2.13105,0.302145
1.97772,0.231711
2.19371,0.270398
2.18997,0.185205
1.8841,0.130955
2.1205,0.257203
1.88651,0.149561
2.11689,0.224161
2.0346,0.260865
1.96402,0.219848
2.34287,0.320878
2.34347,0.276519
2.74134,0.454126
2.299,0.343742
1.87177,0.157038
1.86516,0.0826515
1.98746,0.253523
2.17665,0.239683
2.23986,0.214767
1.99378,0.261387
1.81668,0.123231
2.24213,0.267124
1.90173,0.132081
2.06834,0.304998
2.2987,0.279687
2.04154,0.225812
1.83796,0.0940151
2.24386,0.323171
1.80999,0.065609
2.21335,0.190259
1.96275,0.157432
2.02728,0.245712
2.30009,0.328261
2.31931,0.36337
1.89275,0.128451
2.16936,0.222335
2.74837,0.363879
1.80899,0.10659
2.06912,0.199349
2.01942,0.153833
2.10687,0.266183
1.99031,0.121012
2.09978,0.263605
1.8425,0.118438
2.47435,0.273845
2.15598,0.338777
1.89261,0.123849
1.83566,0.0699771
1.99751,0.230564
1.8225,0.0985148
2.45804,0.443571
2.35916,0.43116
2.18339,0.338016
2.05442,0.232873
2.25887,0.223028
2.15294,0.175756
1.88924,0.187832
1.9525,0.220525
1.91244,0.16397
1.97831,0.236136
1.77796,0.0628507
1.87315,0.0688868
2.22005,0.291722
1.96881,0.218266
1.75485,0.0207293
2.46343,0.266889
1.99367,0.118126
2.22634,0.279412
2.09591,0.317624
1.90628,0.100691
2.24629,0.308696
2.3092,0.246226
1.85639,0.147198
2.00286,0.223647
2.00716,0.202864
1.91814,0.181069
1.8538,0.0606057
1.99465,0.181418
1.9524,0.176138
2.14393,0.299273
2.32446,0.263644
2.0308,0.15907
1.96903,0.206253
1.88564,0.0688753
1.90201,0.167283
1.90088,0.133988
2.08668,0.250001
1.9427,0.189309
1.95324,0.12384
2.04229,0.141951
2.11826,0.163871
2.0692,0.201323
1.9918,0.121608
2.56075,0.325393
2.15184,0.233686
2.39615,0.377813
2.10317,0.20456
2.10112,0.198004
2.48487,0.342446
2.36759,0.387767
2.06382,0.276423
2.13982,0.285024
1.96834,0.228337
2.5067,0.29464
1.84175,0.0949305
2.18916,0.28357
1.82931,0.113649
3.12486,0.446777
1.84128,0.0653886
1.86282,0.109789
2.12068,0.317856
1.92216,0.150489
2.05888,0.203551
2.27809,0.258302
2.23324,0.313209
1.94678,0.150417
1.98007,0.180414
2.08477,0.327356
2.00898,0.268183
1.81591,0.0697201
2.21614,0.220317
2.01273,0.219211
2.06199,0.216799
2.13119,0.241545
2.2362,0.296935
1.98767,0.214481
2.22928,0.285957
2.16196,0.35611
2.05966,0.168532
1.80667,0.0463233
1.79069,0.0497587
2.29061,0.397792
2.17293,0.204246
1.97711,0.197781
1.80709,0.100513
1.87967,0.146077
1.9983,0.202733
2.14509,0.29267
2.01344,0.287542
2.25186,0.389225
1.86881,0.117854
2.24526,0.214317
2.20073,0.320141
2.05988,0.226085
2.01208,0.192315
2.15738,0.34599
1.83994,0.0495906
2.01802,0.151721
1.89403,0.17941
1.81963,0.117681
1.85026,0.151441
2.27929,0.235445
1.99348,0.133711
2.02532,0.255268
2.16841,0.215027
1.87431,0.0857052
2.07022,0.293885
1.90033,0.183519
2.12795,0.187668
2.02011,0.160278
2.07342,0.176761
1.92307,0.11183
1.91451,0.155081
2.18255,0.297135
1.9977,0.229791
2.02863,0.164361
2.0468,0.139367
1.92,0.21162
2.05667,0.181749
2.27842,0.306823
2.00366,0.259216
2.02956,0.219579
1.98983,0.13192
2.06603,0.233706
2.23244,0.272225
2.14887,0.282006
1.81561,0.113986
2.11895,0.267152
2.27981,0.361928
2.63001,0.355834
1.91623,0.0882405
2.04348,0.181498
2.1586,0.182748
2.05942,0.177641
2.18911,0.215633
1.85173,0.114518
2.19468,0.382163
2.26148,0.216814
2.36715,0.353559
2.16311,0.214518
2.38121,0.432315
1.90612,0.185426
2.39727,0.298339
2.04141,0.271595
2.23473,0.265142
1.99449,0.192085
1.99131,0.202175
2.16424,0.24664
1.89462,0.163308
2.1304,0.174667
1.82353,0.0457576
1.85916,0.163593
1.92814,0.127723
2.05491,0.16984
1.94301,0.148636
2.16444,0.292077
1.90913,0.116015
1.98023,0.196209
1.82479,0.0859569
2.78222,0.44761
1.74469,0.0212314
2.19802,0.383268
2.05505,0.278761
2.02866,0.133133
2.17081,0.252891
2.27838,0.355546
2.14605,0.259372
1.96781,0.172998
2.47593,0.27983
2.25098,0.277062
1.83146,0.123401
1.91741,0.0883303
1.92322,0.210215
2.07898,0.218759
1.87888,0.150256
1.99828,0.175909
1.96891,0.204942
1.99,0.220855
2.27333,0.351418
2.18091,0.267309
2.34053,0.306226
2.16582,0.214395
2.20416,0.247733
2.15009,0.199348
1.92364,0.13704
1.90296,0.084751
1.93708,0.209158
2.15792,0.251188
2.28925,0.365669
1.83573,0.129896
2.03443,0.193374
2.39019,0.348766
2.21037,0.229795
2.25517,0.271418
2.09929,0.187995
2.46991,0.332265
1.98059,0.185137
1.85401,0.145732
2.16588,0.197243
2.2698,0.258876
1.74388,0.0168166
1.96549,0.247426
2.11088,0.189776
1.97244,0.18144
2.29636,0.316334
2.40733,0.369452
1.87914,0.173776
1.90621,0.200481
2.32093,0.310898
2.134,0.180947
1.87148,0.164524
1.87256,0.118219
2.16303,0.310429
2.22859,0.222912
2.10463,0.327305
2.22573,0.19482
1.89674,0.178287
2.07923,0.291518
1.99004,0.175503
2.03214,0.206729
1.91264,0.193451
1.90519,0.205807
1.82357,0.0458042
2.00384,0.208736
1.99604,0.1952
1.83946,0.108938
1.81835,0.08655
2.0315,0.221015
2.01413,0.143967
2.19473,0.286797
2.00477,0.140115
1.97675,0.192429
2.04194,0.282502
2.35637,0.291768
2.17736,0.317036
2.14932,0.174399
2.19655,0.233002
1.91614,0.115319
2.2238,0.361809
1.84567,0.121318
1.94874,0.225959
1.92714,0.1962
1.82685,0.105456
2.15054,0.218585
2.63321,0.44281
2.07932,0.170522
1.82586,0.0517846
2.16675,0.319385
1.88436,0.154929
2.55446,0.316254
2.17163,0.322896
2.04471,0.30428
1.86732,0.146536
1.94023,0.104576
2.29965,0.36948
2.08913,0.154671
2.08385,0.324331
1.79385,0.0726687
1.99562,0.139152
2.42443,0.387394
2.21609,0.202466
2.0479,0.214353
1.91379,0.207426
1.90963,0.131501
2.04355,0.260268
1.88581,0.131197
1.94475,0.196012
2.58759,0.300793
1.87851,0.0840079
2.20748,0.359711
2.16038,0.243423
2.4266,0.271121
1.97612,0.117547
2.35031,0.28908
2.45852,0.283117
2.16253,0.209654
2.15465,0.286635
2.05688,0.204417
1.90977,0.0953847
2.16284,0.308545
1.82648,0.133479
2.06126,0.318225
2.06288,0.187318
1.81054,0.0440398
1.96732,0.163191
1.9689,0.172728
2.02949,0.234354
2.10017,0.216334
2.05777,0.137766
2.03041,0.254494
1.8051,0.0990984
2.13251,0.191661
1.83979,0.103064
2.15463,0.229415
2.18204,0.287264
2.20637,0.294532
1.91587,0.126625
2.18244,0.204895
2.02826,0.293726
2.18439,0.201387
2.1788,0.295865
1.79635,0.0500252
2.20529,0.229952
2.10611,0.247333
1.85397,0.0959247
2.15752,0.243019
1.76524,0.016838
2.11768,0.250711
1.96348,0.197467
1.96661,0.149373
1.93795,0.159995
2.09277,0.237809
1.9305,0.107635
2.19136,0.277411
2.14144,0.305219
2.04221,0.197267
1.90917,0.163978
1.93949,0.11049
2.07747,0.256535
1.94689,0.138898
2.45164,0.434672
1.75749,0.039963
2.04927,0.227683
2.14595,0.220777
2.0501,0.238542
2.10607,0.314287
2.06058,0.306918
2.36554,0.370463
1.86891,0.106469
1.9098,0.15605
2.04848,0.261874
2.01811,0.129823
2.16021,0.204998
1.97898,0.149695
2.04801,0.243082
1.93182,0.159649
1.85477,0.154763
1.92507,0.179752
2.18205,0.268796
2.10186,0.295816
1.96772,0.21987
2.56645,0.403582
1.82646,0.109102
1.78778,0.0332241
2.14233,0.352371
1.99372,0.151499
2.24364,0.386233
2.0737,0.195085
2.07473,0.257646
1.86637,0.11872
1.96092,0.220427
2.42176,0.329414
2.19714,0.261838
2.19602,0.236307
1.84966,0.0656378
2.07496,0.176518
1.89734,0.113785
2.02563,0.238712
2.05757,0.220385
1.8824,0.153102
2.63692,0.349035
2.02558,0.140709
2.01511,0.121234
2.32579,0.384546
2.36686,0.263179
2.13732,0.194096
1.9609,0.134895
1.92264,0.208247
1.92566,0.0874741
1.8461,0.11989
2.30653,0.225389
1.83355,0.110504
2.33422,0.268366
1.97451,0.194841
2.19994,0.296984
1.89511,0.0798471
2.00831,0.163359
1.88815,0.13281
1.94943,0.143084
1.88882,0.181227
2.18757,0.232491
2.28074,0.341992
2.04494,0.292542
2.1449,0.181362
2.01593,0.126431
1.91927,0.163993
2.06574,0.220783
1.89774,0.147528
2.04352,0.136245
2.8876,0.368218
2.04952,0.271329
2.02712,0.206119
1.96394,0.190213
2.2783,0.242694
2.31401,0.311471
2.19464,0.209677
2.14389,0.273955
1.89645,0.192803
2.31887,0.276018
1.95666,0.152483
2.17077,0.269597
2.06964,0.212508
1.8986,0.116118
1.93938,0.125938
2.20335,0.312618
1.8102,0.0980802
2.37413,0.262133
2.18376,0.23194
2.00209,0.230818
2.04277,0.142114
1.84855,0.142802
2.03947,0.205126
1.78259,0.0401392
1.84013,0.1461
2.2082,0.240412
2.13721,0.169821
2.06933,0.247213
2.17177,0.242535
1.84878,0.0710684
2.00294,0.280781
1.92402,0.193081
2.14369,0.193028
2.0669,0.170108
1.8221,0.0530941
2.2123,0.203551
2.14603,0.252855
2.21843,0.265038
1.90233,0.131959
2.01763,0.222088
2.33475,0.38175
2.12056,0.341219
3.05376,0.463192
2.0025,0.119827
2.15797,0.219524
2.17765,0.242543
2.17002,0.218502
2.2007,0.299669
1.94473,0.229346
2.42983,0.310148
2.0466,0.147718
1.85798,0.104931
2.87739,0.419173
1.91509,0.100987
2.14743,0.302128
1.82987,0.118044
2.2469,0.21706
2.17327,0.302947
1.90932,0.171101
1.90787,0.148884
2.13346,0.215277
2.07766,0.237673
1.91888,0.124916
2.35891,0.310009
2.12099,0.262092
2.03814,0.255733
2.03198,0.176318
1.96057,0.155549
1.91971,0.136429
2.2796,0.262776
2.8397,0.355302
2.31244,0.326353
1.80211,0.100234
1.82305,0.109433
2.29186,0.344073
2.09523,0.198492
1.98047,0.21933
1.92037,0.11017
2.1023,0.218024
1.97729,0.226772
2.00919,0.161108
2.26181,0.257742
2.14712,0.216766
2.0726,0.21065
2.29895,0.360315
1.9487,0.189408
2.03067,0.177141
1.8743,0.122784
2.37292,0.284744
2.09766,0.212498
2.47502,0.307688
1.82032,0.0455832
1.78,0.0259794
1.95512,0.241652
1.93526,0.119573
2.0379,0.245484
1.98906,0.214311
1.86628,0.142865
1.85031,0.136054
2.23073,0.304016
2.53328,0.387233
1.85124,0.0725545
2.23233,0.296732
2.28315,0.31586
2.29446,0.237332
1.78604,0.0409224
2.04907,0.174029
2.02785,0.200311
2.12563,0.171639
1.94296,0.181014
1.95763,0.13682
1.95998,0.186459
2.23937,0.276666
2.50687,0.315821
2.07333,0.293015
1.83837,0.0871811
1.95289,0.160429
2.20566,0.237089
2.41676,0.4235
2.28766,0.215039
2.21233,0.208856
2.3734,0.407954
1.8895,0.0956181
2.64122,0.314767
2.0606,0.207832
2.03162,0.187201
2.1853,0.288204
1.98878,0.122868
2.07342,0.222053
1.96656,0.238558
2.29269,0.30344
1.89391,0.175066
1.87288,0.177748
2.02862,0.183052
2.27545,0.267173
2.21225,0.266358
2.41079,0.436512
1.88936,0.0707655
2.0274,0.250657
2.4883,0.327588
2.15963,0.261341
2.28771,0.232809
1.80839,0.108732
1.8287,0.117092
2.17856,0.259288
2.04375,0.264505
2.53817,0.37263
1.90899,0.0815417
1.85498,0.147084
2.2781,0.321508
2.30983,0.311403
1.87397,0.109888
1.92466,0.211002
2.06786,0.184996
1.86826,0.169568
1.9874,0.218937
2.21729,0.195751
1.88447,0.0783407
1.83542,0.121692
2.34314,0.246268
1.92209,0.183735
2.05062,0.187153
2.13256,0.229301
2.03602,0.150497
2.37168,0.436436
1.93658,0.199562
1.83767,0.0944633
2.04943,0.197239
1.8593,0.137804
1.92693,0.124022
1.99244,0.210393
1.99454,0.122898
1.91516,0.121304
2.12227,0.17478
2.13448,0.199359
2.12779,0.168434
2.2132,0.229675
1.97103,0.252257
1.92783,0.223005
2.0775,0.258246
2.5346,0.295732
2.3622,0.280765
2.10382,0.238007
2.20244,0.319897
2.09761,0.158143
2.24957,0.337687
2.23586,0.29347
2.10225,0.189324
1.97048,0.250203
1.95459,0.1737
2.17337,0.286368
2.18866,0.204144
1.85918,0.143675
2.63016,0.400165
2.05122,0.177032
1.87749,0.125656
1.95333,0.238037
2.22521,0.199927
1.87737,0.162323
1.98223,0.239822
2.21768,0.276545
2.08793,0.166469
1.97002,0.130641
2.39339,0.256007
2.52985,0.294893
1.94565,0.185719
2.00321,0.184686
1.96702,0.173951
1.92879,0.155373
2.01829,0.210062
2.05376,0.14871
1.99953,0.173434
2.25422,0.293789
1.8862,0.110711
1.84308,0.0739263
2.09832,0.23321
